COD_CURSO;NOME_UNIDADE;COD_ESTRUTURADO;COD_DISCIPLINA;NOME_DISCIPLINA;PERIODO_IDEAL;CH;CH_TOTAL;TIPO_AULA;TIPO_DISCIPLINA;NUM_VERSAO;SIT_VERSAO;TOTAL_CH;TOTAL_CR;CH_TOTAL_CURSO;SIT_CURRICULO
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC617;TEC.IMPLEMENTACAO SIST.BANCO DE DADOS;99;30;60;Pr†tica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC617;TEC.IMPLEMENTACAO SIST.BANCO DE DADOS;99;30;60;Te¢rica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC618;PROGRAMACAO EM PROLOG;99;30;60;Pr†tica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC618;PROGRAMACAO EM PROLOG;99;30;60;Te¢rica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;EPG114;"GEOMETRIA DESCRITIVA ""A""";99;45;60;Pr†tica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;EPG114;"GEOMETRIA DESCRITIVA ""A""";99;15;60;Te¢rica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;FSC506;MECANICA QUANTICA I;99;60;60;Te¢rica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;FSC509;MECANICA ESTATISTICA;99;60;60;Te¢rica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;INF107;DESENHO;99;30;90;Pr†tica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;INF107;DESENHO;99;60;90;Te¢rica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;INF209;EQUIPAMENTOS;99;30;30;Te¢rica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;INF211;PESQUISA OPERACIONAL;99;15;60;Pr†tica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;INF211;PESQUISA OPERACIONAL;99;45;60;Te¢rica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM204;CALCULO INFINITESIMAL  I V;99;15;60;Pr†tica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM204;CALCULO INFINITESIMAL  I V;99;45;60;Te¢rica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM215;CALCULO DIFERENCIAL E INTEGRAL A II;99;60;60;Te¢rica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;PSI303;PSICOLOGIA DAS RELACOES HUMANAS;99;60;60;Te¢rica;Atividade Complementar;1992;INATIVO;240;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;SOD001;SEM OFERTA DE DISC. P/ESTE ALUNO;99;1;1;Pr†tica;Optativa;1992;INATIVO;0;133;2685;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC101;COMPUTACAO BASICA;1;30;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC101;COMPUTACAO BASICA;1;30;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC104;FUNDAMENTOS DE  INFORMATICA;1;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC104;FUNDAMENTOS DE  INFORMATICA;1;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;LTE222;LINGUA INGLESA INSTRUMENTAL I;1;60;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM101;CALCULO INFINITESIMAL I;1;30;75;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM101;CALCULO INFINITESIMAL I;1;45;75;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM144;ALGEBRA LINEAR E GEOMETRIA ANALITICA  I;1;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM144;ALGEBRA LINEAR E GEOMETRIA ANALITICA  I;1;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM126;CALCULO INFINITESIMAL  I I;2;30;90;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM126;CALCULO INFINITESIMAL  I I;2;60;90;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM145;ALGEBRA LINEAR E GEOMETRIA ANALITICA  I I;2;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM145;ALGEBRA LINEAR E GEOMETRIA ANALITICA  I I;2;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM170;ALGEBRA PARA COMPUTACAO;2;60;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC203;ESTRUTURA DE DADOS I;3;30;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC203;ESTRUTURA DE DADOS I;3;30;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC207;LINGUAGEM DE PROGRAMACAO;3;30;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC207;LINGUAGEM DE PROGRAMACAO;3;30;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC502;CIRCUITOS DIGITAIS;3;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC502;CIRCUITOS DIGITAIS;3;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;FSC221;ELETRICIDADE E MAGNETISMO;3;90;90;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC205;ARQUITETURA DE COMPUTADORES;4;60;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC206;ESTRUTURA DE DADOS II;4;30;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC206;ESTRUTURA DE DADOS II;4;30;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC306;INTRODUCAO A ELETRONICA I;4;30;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC306;INTRODUCAO A ELETRONICA I;4;30;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC409;COMPUTACAO GRAFICA;4;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC409;COMPUTACAO GRAFICA;4;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM224;MêTODOS NUMêRICOS COMPUTACIONAIS;4;30;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM224;MêTODOS NUMêRICOS COMPUTACIONAIS;4;30;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC307;INTRODUCAO A ELETRONICA II;5;30;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC307;INTRODUCAO A ELETRONICA II;5;30;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC308;BANCO DE DADOS;5;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC308;BANCO DE DADOS;5;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC309;"ENGENHARIA DE ""SOFTWARE""";5;60;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC310;PROGRAMACAO DE SISTEMAS DE COMPUTACAO;5;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC310;PROGRAMACAO DE SISTEMAS DE COMPUTACAO;5;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC311;ANALISE E PROJETO DE SISTEMAS I;6;30;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC311;ANALISE E PROJETO DE SISTEMAS I;6;30;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC312;LINGUAGENS FORMAIS;6;60;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC313;SISTEMAS DIGITAIS;6;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC313;SISTEMAS DIGITAIS;6;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC315;TELEPROCESSAMENTO;6;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC315;TELEPROCESSAMENTO;6;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC407;ANALISE E PROJETO DE SISTEMAS II;7;30;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC407;ANALISE E PROJETO DE SISTEMAS II;7;30;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC408;COMPILADORES;7;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC408;COMPILADORES;7;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC410;MICROPROCESSADORES;7;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC410;MICROPROCESSADORES;7;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC411;REDES DE COMPUTADORES;7;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC411;REDES DE COMPUTADORES;7;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC202;COMPUTADORES E SOCIEDADE;8;30;30;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC412;INTELIGENCIA ARTIFICIAL;8;15;60;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC412;INTELIGENCIA ARTIFICIAL;8;45;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC413;SISTEMAS DISTRIBUIDOS EM COMPUTACAO;8;60;60;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC414;TRABALHO DE GRADUACAO;8;150;180;Pr†tica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC414;TRABALHO DE GRADUACAO;8;30;180;Te¢rica;Obrigat¢ria;2000;INATIVO;1290;0;540;INATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;DCG1012;T‡PICOS DE CI“NCIAS ECON‚MICAS;99;0;0;;Disciplina Complementar de Graduaá∆o;2000;INATIVO;600;0;540;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;DCG1013;T‡PICOS DE CI“NCIAS ADMINISTRATIVAS;99;0;0;;Disciplina Complementar de Graduaá∆o;2000;INATIVO;600;0;540;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;DCG1015;T‡PICOS DE ARQUIVOLOGIA;99;60;60;Te¢rica;Disciplina Complementar de Graduaá∆o;2000;INATIVO;600;0;540;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;DCG1128;T‡PICOS EM COMPUTAÄ«O;99;0;0;;Optativa;2000;INATIVO;600;0;540;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;DCT1050;MêTODOS COMPUTACIONAIS APLICADOS ∑ EDUCAÄ«O;99;30;60;Pr†tica;Disciplina Complementar de Graduaá∆o;2000;INATIVO;600;0;540;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;DCT1050;MêTODOS COMPUTACIONAIS APLICADOS ∑ EDUCAÄ«O;99;30;60;Te¢rica;Disciplina Complementar de Graduaá∆o;2000;INATIVO;600;0;540;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC1002;VIS«O COMPUTACIONAL;99;15;60;Pr†tica;Disciplina Complementar de Graduaá∆o;2000;INATIVO;600;0;540;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC1002;VIS«O COMPUTACIONAL;99;45;60;Te¢rica;Disciplina Complementar de Graduaá∆o;2000;INATIVO;600;0;540;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC110;"ALGORITMOS E PROGRAMACAO ""A""";1;45;90;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC110;"ALGORITMOS E PROGRAMACAO ""A""";1;45;90;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC111;INTRODUCAO A COMPUTACAO;1;15;45;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC111;INTRODUCAO A COMPUTACAO;1;30;45;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC112;"CIRCUITOS DIGITAIS ""B""";1;15;60;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC112;"CIRCUITOS DIGITAIS ""B""";1;45;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;LTE222;LINGUA INGLESA INSTRUMENTAL I;1;60;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM101;CALCULO INFINITESIMAL I;1;30;75;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM101;CALCULO INFINITESIMAL I;1;45;75;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM144;ALGEBRA LINEAR E GEOMETRIA ANALITICA  I;1;15;60;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM144;ALGEBRA LINEAR E GEOMETRIA ANALITICA  I;1;45;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC113;ESTRUTURAS DE DADOS;2;30;90;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC113;ESTRUTURAS DE DADOS;2;60;90;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC114;FUNDAMENTO DE ORGANIZACAO DE COMPUTADORES;2;15;60;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC114;FUNDAMENTO DE ORGANIZACAO DE COMPUTADORES;2;45;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;LTE219;LINGUA INGLESA INSTRUMENTAL  I I;2;60;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM126;CALCULO INFINITESIMAL  I I;2;30;90;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM126;CALCULO INFINITESIMAL  I I;2;60;90;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM145;ALGEBRA LINEAR E GEOMETRIA ANALITICA  I I;2;15;60;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM145;ALGEBRA LINEAR E GEOMETRIA ANALITICA  I I;2;45;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC115;CONCEITOS DE LINGUAGENS DE PROGRAMACAO;3;45;45;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC116;ORGANIZACOES AVANCADAS DE COMPUTADORES;3;60;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC117;PARADIGMAS DE PROGRAMAÄ«O;3;15;60;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC117;PARADIGMAS DE PROGRAMAÄ«O;3;45;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC118;PESQUISA E ORDENACAO DE DADOS;3;30;60;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC118;PESQUISA E ORDENACAO DE DADOS;3;30;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;FSC135;"ELETRICIDADE E MAGNETISMO ""A""";3;90;90;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;STC303;ESTAT÷STICA;3;60;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC119;FUNDAMENTOS DE BANCO DE DADOS;4;15;60;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC119;FUNDAMENTOS DE BANCO DE DADOS;4;45;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC120;PROJETO E ANµLISE DE ALGORITMOS;4;60;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC121;"ENGENHARIA DE SOFTWARE ""A""";4;60;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC122;"PROGRAMACAO DE SIST. DE COMPUTACAO ""A""";4;15;60;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC122;"PROGRAMACAO DE SIST. DE COMPUTACAO ""A""";4;45;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM198;MATEMµTICA DISCRETA;4;60;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM224;MêTODOS NUMêRICOS COMPUTACIONAIS;4;30;60;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;MTM224;MêTODOS NUMêRICOS COMPUTACIONAIS;4;30;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC123;COMUNICAÄ«O DE DADOS;5;15;60;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC123;COMUNICAÄ«O DE DADOS;5;45;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC124;"SISTEMAS OPERACIONAIS ""A""";5;15;60;Pr†tica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC124;"SISTEMAS OPERACIONAIS ""A""";5;45;60;Te¢rica;Obrigat¢ria;2001;INATIVO;2250;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC131;IMPLEMENTAÄ«O DE BANCO DE DADOS;5;15;60;Pr†tica;Disciplina Complementar de Graduaá∆o;2001;INATIVO;660;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC131;IMPLEMENTAÄ«O DE BANCO DE DADOS;5;45;60;Te¢rica;Disciplina Complementar de Graduaá∆o;2001;INATIVO;660;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC132;MODELAGEM E SIMULACAO;5;15;60;Pr†tica;Disciplina Complementar de Graduaá∆o;2001;INATIVO;660;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC132;MODELAGEM E SIMULACAO;5;45;60;Te¢rica;Disciplina Complementar de Graduaá∆o;2001;INATIVO;660;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC133;QUALIDADE DE SOFTWARE;5;15;60;Pr†tica;Disciplina Complementar de Graduaá∆o;2001;INATIVO;660;131;3200;ATIVA
307;Ciància da Computaá∆o - Bacharelado;07.39.02.00.0.0;ELC133;QUALIDADE DE SOFTWARE;5;45;60;Te¢rica;Disciplina Complementar de Graduaá∆o;2001;INATIVO;660;131;3200;ATIVA
